,file name,label,vanti,train \ test,score,vanti with PR
15884,U4I04_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-10-26_12-11-41.JPG,0,1,1,0.24,1.0
15886,U4I4G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-28_08-20-30.JPG,0,1,0,0.25,1.0
15887,U4I4G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-28_08-20-30.JPG,0,1,1,0.33,1.0
15904,U4I4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-11-27_09-22-41.JPG,0,1,0,0.22,1.0
15905,U4I4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-27_09-22-41.JPG,0,1,0,0.25,1.0
15909,U4I4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-27_09-22-41.JPG,0,1,0,0.33,1.0
15910,U4I4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-27_09-22-41.JPG,0,1,0,0.56,1.0
15911,U4I4Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-27_09-22-41.JPG,0,1,0,0.36,1.0
15912,U4I4W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-11-27_12-04-37.JPG,0,1,0,0.12,1.0
15918,U4I4W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-27_12-04-37.JPG,0,1,0,0.56,1.0
15924,U4I4Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-11-26_23-24-44.JPG,0,1,0,0.22,1.0
15929,U4I4Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-11-26_23-24-44.JPG,0,1,0,0.33,1.0
15932,U4I5E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-26_11-31-56.JPG,0,1,0,0.55,1.0
15936,U4I5E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-26_11-31-56.JPG,0,1,0,0.14,1.0
15937,U4I5E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY16_2020-11-26_11-31-56.JPG,0,1,1,0.21,1.0
15939,U4I5E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-26_11-31-56.JPG,0,1,1,0.44,1.0
15941,U4I5O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-11-23_08-52-35.JPG,0,1,0,0.19,1.0
15946,U4I5O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-23_08-52-35.JPG,0,1,0,0.27,1.0
15948,U4I5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-11-24_01-18-16.JPG,0,1,0,0.57,1.0
15952,U4I5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-24_01-18-16.JPG,0,1,1,0.51,1.0
15954,U4I5W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-24_01-18-16.JPG,0,1,1,0.42,1.0
15967,U4I6G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-11-28_10-54-42.JPG,0,1,1,0.31,1.0
15970,U4I6G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-11-28_10-54-42.JPG,0,1,1,0.27,1.0
15978,U4I6I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-28_12-26-17.JPG,0,1,0,0.28,1.0
15979,U4I6I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-28_12-26-17.JPG,0,1,0,0.19,1.0
15980,U4I6I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-28_12-26-17.JPG,0,1,1,0.4,1.0
15981,U4I6I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-28_12-26-17.JPG,0,1,1,0.6,1.0
15985,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-26_05-07-34.JPG,0,1,0,0.41,1.0
15988,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-11-26_05-07-34.JPG,0,1,0,0.15,1.0
15989,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-26_05-07-34.JPG,0,1,0,0.28,1.0
15990,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-11-26_05-07-34.JPG,0,1,1,0.37,1.0
15992,U4I6M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-11-26_05-07-34.JPG,0,1,0,0.32,1.0
15993,U4I6O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-26_12-40-25.JPG,0,1,0,0.21,1.0
15995,U4I6O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-26_12-40-25.JPG,0,1,0,0.26,1.0
15996,U4I6O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-26_12-40-25.JPG,0,1,0,0.22,1.0
15999,U4I6O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-26_12-40-25.JPG,0,1,0,0.53,1.0
16001,U4I6O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-26_12-40-25.JPG,0,1,1,0.4,1.0
16004,U4I6Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-11-22_18-03-07.JPG,0,1,1,0.31,1.0
16005,U4I6Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-22_18-03-07.JPG,0,1,0,0.15,1.0
16006,U4I6Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-22_18-03-07.JPG,0,1,0,0.25,1.0
16011,U4I6S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-25_17-50-23.JPG,0,1,0,0.53,1.0
16017,U4I6U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-25_22-55-32.JPG,0,1,0,0.58,1.0
16018,U4I6U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-25_22-55-32.JPG,0,1,0,0.29,1.0
16019,U4I6U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-11-25_22-55-32.JPG,0,1,0,0.24,1.0
16020,U4I6U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX1SDY18_2020-11-25_22-55-32.JPG,0,1,0,0.37,1.0
16021,U4I6U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-11-25_22-55-32.JPG,0,1,1,0.5,1.0
16023,U4I7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-23_08-15-19.JPG,0,1,0,0.37,1.0
16025,U4I7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-23_08-15-19.JPG,0,1,0,0.6,1.0
16026,U4I7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-23_08-15-19.JPG,0,1,0,0.49,1.0
16029,U4I7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-23_08-15-19.JPG,0,1,1,0.22,1.0
16035,U4I7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-23_08-15-19.JPG,0,1,0,0.45,1.0
16037,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-16_17-08-49.JPG,0,1,0,0.31,1.0
16038,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-16_17-08-49.JPG,0,1,1,0.53,1.0
16039,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-16_17-08-49.JPG,0,1,0,0.29,1.0
16040,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-16_17-08-49.JPG,0,1,0,0.55,1.0
16041,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-16_17-08-49.JPG,0,1,1,0.19,1.0
16042,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-16_17-08-49.JPG,0,1,1,0.24,1.0
16044,U4I08_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-16_17-08-49.JPG,0,1,0,0.6,1.0
16046,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-28_22-28-28.JPG,0,1,0,0.56,1.0
16048,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-28_22-28-28.JPG,0,1,0,0.46,1.0
16049,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-28_22-28-28.JPG,0,1,0,0.16,1.0
16050,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-28_22-28-28.JPG,0,1,0,0.12,1.0
16051,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-28_22-28-28.JPG,0,1,0,0.56,1.0
16052,U4I8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-11-28_22-28-28.JPG,0,1,1,0.2,1.0
16053,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-16_21-21-03.JPG,0,1,1,0.59,1.0
16054,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-16_21-21-03.JPG,0,1,0,0.27,1.0
16055,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-16_21-21-03.JPG,0,1,0,0.28,1.0
16056,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-16_21-21-03.JPG,0,1,1,0.32,1.0
16057,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-16_21-21-03.JPG,0,1,1,0.59,1.0
16058,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-11-16_21-21-03.JPG,0,1,0,0.46,1.0
16059,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-16_21-21-03.JPG,0,1,1,0.38,1.0
16060,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-16_21-21-03.JPG,0,1,0,0.3,1.0
16061,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-16_21-21-03.JPG,0,1,0,0.45,1.0
16062,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-16_21-21-03.JPG,0,1,0,0.23,1.0
16063,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-16_21-21-03.JPG,0,1,1,0.27,1.0
16064,U4I10_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-16_21-21-03.JPG,0,1,0,0.43,1.0
16068,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-21_15-11-50.JPG,0,1,0,0.31,1.0
16070,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-21_15-11-50.JPG,0,1,0,0.35,1.0
16071,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-21_15-11-50.JPG,0,1,1,0.35,1.0
16072,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-21_15-11-50.JPG,0,1,0,0.34,1.0
16074,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-11-21_15-11-50.JPG,0,1,0,0.15,1.0
16077,U4I12_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-21_15-11-50.JPG,0,1,0,0.17,1.0
16083,U4I14_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-20_14-11-37.JPG,0,1,0,0.21,1.0
16086,U4I16_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-17_14-19-25.JPG,0,1,1,0.16,1.0
16090,U4I16_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-17_14-19-25.JPG,0,1,0,0.26,1.0
16091,U4I16_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-17_14-19-25.JPG,0,1,0,0.29,1.0
16092,U4I16_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-17_14-19-25.JPG,0,1,1,0.21,1.0
16098,U4I18_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-17_14-19-25.JPG,0,1,0,0.15,1.0
16101,U4I18_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-17_14-19-25.JPG,0,1,1,0.59,1.0
16105,U4I18_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-11-17_14-19-25.JPG,0,1,1,0.3,1.0
16110,U4I20_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-20_11-24-08.JPG,0,1,0,0.42,1.0
16112,U4I20_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-11-20_02-38-26.JPG,0,1,0,0.38,1.0
16120,U4I20_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-20_11-24-08.JPG,0,1,0,0.55,1.0
16126,U4I22_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-11_21-38-17.JPG,0,1,1,0.16,1.0
16127,U4I22_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-11_21-38-17.JPG,0,1,0,0.39,1.0
16128,U4I22_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-11_21-38-17.JPG,0,1,1,0.57,1.0
16129,U4I22_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-11_21-38-17.JPG,0,1,0,0.56,1.0
16131,U4I22_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-11_21-38-17.JPG,0,1,0,0.54,1.0
16135,U4I24_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-11-20_08-34-42.JPG,0,1,1,0.56,1.0
16142,U4I30_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-21_14-21-58.JPG,0,1,1,0.26,1.0
16158,U4I32_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-21_14-55-39.JPG,0,1,0,0.5,1.0
16160,U4I36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-11-21_13-46-48.JPG,0,1,1,0.48,1.0
16162,U4I36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-11-21_13-46-48.JPG,0,1,0,0.31,1.0
16164,U4I36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-21_13-46-48.JPG,0,1,1,0.15,1.0
16165,U4I36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-21_13-46-48.JPG,0,1,0,0.59,1.0
16167,U4I36_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX1SDY18_2020-11-21_13-46-48.JPG,0,1,1,0.23,1.0
16174,U4I40_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-23_23-40-54.JPG,0,1,0,0.31,1.0
16175,U4I54_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-28_19-49-31.JPG,0,1,1,0.4,1.0
16176,U4I54_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-28_19-49-31.JPG,0,1,0,0.15,1.0
16177,U4I54_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-28_19-49-31.JPG,0,1,0,0.45,1.0
16178,U4I54_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-28_19-49-31.JPG,0,1,0,0.6,1.0
16182,U4I60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-26_23-24-44.JPG,0,1,0,0.57,1.0
16186,U4I60_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-26_23-24-44.JPG,0,1,1,0.14,1.0
16192,U4I68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-27_17-19-47.JPG,0,1,0,0.43,1.0
16195,U4I68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-11-27_17-19-47.JPG,0,1,0,0.18,1.0
16196,U4I68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-27_17-19-47.JPG,0,1,0,0.17,1.0
16197,U4I68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-27_17-19-47.JPG,0,1,1,0.37,1.0
16198,U4I68_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-11-27_17-19-47.JPG,0,1,0,0.5,1.0
16203,U4I88_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-23_08-15-19.JPG,0,1,1,0.29,1.0
16207,U4IC4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-27_16-53-42.JPG,0,1,1,0.16,1.0
16210,U4IC4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-27_16-53-42.JPG,0,1,0,0.38,1.0
16217,U4IFG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-27_16-53-42.JPG,0,1,0,0.3,1.0
16221,U4IFG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-27_16-53-42.JPG,0,1,0,0.51,1.0
16223,U4IGO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-29_04-37-52.JPG,0,1,1,0.34,1.0
16224,U4IGO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-29_04-37-52.JPG,0,1,1,0.15,1.0
16225,U4IGO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-29_04-37-52.JPG,0,1,0,0.28,1.0
16226,U4IGO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-29_04-37-52.JPG,0,1,0,0.46,1.0
16245,U8MSE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-10-24_04-07-13.JPG,0,1,0,0.55,1.0
16256,U8MTC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-20_15-03-20.JPG,0,1,0,0.24,1.0
16265,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-11-14_07-19-38.JPG,0,1,1,0.52,1.0
16267,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-14_07-19-38.JPG,0,1,1,0.43,1.0
16268,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-14_07-19-38.JPG,0,1,0,0.25,1.0
16269,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-14_07-19-38.JPG,0,1,0,0.23,1.0
16270,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX1SDY18_2020-11-14_07-19-38.JPG,0,1,0,0.12,1.0
16273,U8MTG_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-14_07-19-38.JPG,0,1,0,0.35,1.0
16274,U8MTI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-21_23-44-07.JPG,0,1,0,0.26,1.0
16286,U8MUS_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-11-23_18-34-53.JPG,0,1,0,0.32,1.0
16291,U8MUS_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-23_18-34-53.JPG,0,1,0,0.28,1.0
16292,U8MUU_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-23_11-19-36.JPG,0,1,0,0.47,1.0
16298,U8MUW_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-22_14-30-13.JPG,0,1,0,0.48,1.0
16303,U8MUW_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-11-22_14-30-13.JPG,0,1,0,0.18,1.0
16306,U8MUW_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-22_14-30-13.JPG,0,1,0,0.45,1.0
16312,U8MUW_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-22_14-30-13.JPG,0,1,1,0.44,1.0
16313,U8MV0_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-23_11-55-07.JPG,0,1,0,0.14,1.0
16332,U8MV4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-22_14-30-13.JPG,0,1,0,0.42,1.0
16335,U8MV4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-11-22_14-30-13.JPG,0,1,0,0.14,1.0
