file name,label,vanti,train \ test,score,vanti label,vanti with pr
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY17_2020-11-18_08-15-37.BMP,0,0,1,0.45,2,0
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY17_2020-11-18_08-15-37.BMP,0,0,0,0.93,2,0
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-17_18-00-11.BMP,0,0,0,0.57,1,0
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY17_2020-11-18_08-15-37.BMP,0,0,1,0.47,2,0
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY17_2020-11-18_08-15-37.BMP,0,0,0,0.77,2,0
6GJ94_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY17_2020-11-18_08-15-37.BMP,0,0,0,0.63,2,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.63,1,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.79,2,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.60,1,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,1,0.86,2,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.88,2,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.89,1,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,0,0.75,2,0
6GJA4_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-22_15-07-45.BMP,0,0,1,0.48,2,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,0,0.43,1,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,0,0.50,1,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,1,0.41,1,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,0,0.55,2,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,1,0.59,2,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,0,0.60,1,0
6GJAG_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-27_02-28-38.BMP,0,0,0,0.66,2,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,1,0.90,1,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.58,2,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.69,1,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.77,2,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.85,1,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.43,2,0
6GJAI_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_02-21-44.BMP,0,0,0,0.90,2,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,1,0.71,1,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,0,0.68,2,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,0,0.46,1,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,1,0.57,1,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,1,0.62,1,0
6GJAK_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-21_07-22-52.BMP,0,0,0,0.48,1,0
6GJAQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-11_14-30-00.BMP,0,0,0,0.82,2,0
6GJAQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-11_14-30-00.BMP,0,0,0,0.85,2,0
6GJAQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-11_14-30-00.BMP,0,0,0,0.81,2,0
6GJAQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-11_14-30-00.BMP,0,0,0,0.48,2,0
6GJAQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-11_14-30-00.BMP,0,0,1,0.67,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.76,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.53,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.94,1,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,1,0.92,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.54,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.51,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.91,2,0
6GJAW_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-24_02-32-03.BMP,0,0,0,0.92,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,1,0.70,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,1,0.59,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.87,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.46,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.50,1,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.58,1,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.57,2,0
6GJB2_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-30_14-46-41.BMP,0,0,0,0.57,1,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.80,2,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.46,2,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.57,2,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.82,2,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.89,2,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.92,1,0
6GJB8_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-26_07-20-28.BMP,0,0,0,0.65,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.75,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,1,0.41,1,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,1,0.40,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.76,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.51,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.51,1,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.74,1,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.80,2,0
6GJBE_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-15_06-35-18.BMP,0,0,0,0.88,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,1,0.53,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.70,1,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.86,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.76,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.63,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.41,1,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.82,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,0,0.62,2,0
6GJBG_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-25_19-13-07.BMP,0,0,1,0.90,2,0
6GJBI_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-06_21-51-56.BMP,0,0,1,0.46,2,0
6GJBI_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-06_21-51-56.BMP,0,0,1,0.81,1,0
6GJBI_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-06_21-51-56.BMP,0,0,0,0.43,2,0
6GJBI_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-06_21-51-56.BMP,0,0,0,0.59,1,0
6GJBI_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-06_21-51-56.BMP,0,0,0,0.69,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY17_2020-12-13_03-30-05.BMP,0,0,0,0.41,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.56,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY17_2020-12-13_03-30-05.BMP,0,0,1,0.56,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.50,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY17_2020-12-13_03-30-05.BMP,0,0,0,0.40,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.51,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY17_2020-12-13_03-30-05.BMP,0,0,0,0.62,1,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.69,1,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY17_2020-12-13_03-30-05.BMP,0,0,0,0.67,2,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.84,1,0
6GJBK_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-13_01-35-48.BMP,0,0,0,0.77,1,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.64,2,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.67,2,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.86,1,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.54,1,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.52,1,0
6GJBO_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-09_01-14-36.BMP,0,0,0,0.56,2,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,0,0.57,1,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,0,0.83,1,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,1,0.74,2,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,0,0.70,2,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,0,0.61,2,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,0,0.78,1,0
6GJBQ_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-23_06-18-05.BMP,0,0,1,0.72,2,0
6GJBW_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-05_05-10-56.BMP,0,0,0,0.92,2,0
6GJBW_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-05_05-10-56.BMP,0,0,1,0.83,2,0
6GJBW_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-05_05-10-56.BMP,0,0,0,0.85,2,0
6GJBW_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-05_05-10-56.BMP,0,0,0,0.47,1,0
6GJBW_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-05_05-10-56.BMP,0,0,0,0.87,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.48,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.71,1,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.52,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.91,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.60,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.65,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,1,0.94,1,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.82,2,0
6GJC0_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-07_03-13-30.BMP,0,0,0,0.43,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.49,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,1,0.91,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.73,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.41,1,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,1,0.87,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.48,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,1,0.41,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.67,2,0
6GJC6_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-30_20-52-19.BMP,0,0,0,0.54,1,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,1,0.55,2,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,1,0.67,2,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,0,0.93,2,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,0,0.61,2,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,0,0.88,1,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,1,0.63,2,0
6GJCA_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-12_14-55-07.BMP,0,0,1,0.84,2,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,0,0.72,1,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,0,0.77,2,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,0,0.91,2,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,0,0.57,2,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,1,0.88,2,0
6GJCK_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-09_13-40-46.BMP,0,0,1,0.57,1,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,1,0.45,2,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,0,0.50,1,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,0,0.74,1,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,0,0.69,2,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,1,0.45,2,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,1,0.66,2,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,1,0.58,1,0
6GJCO_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-18_16-47-33.BMP,0,0,0,0.56,2,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,1,0.87,2,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,0,0.69,2,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,0,0.93,2,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,0,0.71,2,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,0,0.48,1,0
6GJD0_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-07_05-10-52.BMP,0,0,0,0.43,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.61,1,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.75,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.59,1,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.45,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,1,0.74,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,1,0.66,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.42,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.53,2,0
6GJDC_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-12-20_05-43-08.BMP,0,0,0,0.64,2,0
6GJDK_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-12-14_05-40-43.BMP,0,0,0,0.88,2,0
6GJDK_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-14_05-40-43.BMP,0,0,0,0.82,2,0
6GJDK_FSGB_VE_MEAS_FIB_{MEASURELB}_P003_DX6DY11SDX7SDY18_2020-12-14_05-40-43.BMP,0,0,0,0.49,1,0
6GJDK_FSGB_VE_MEAS_FIB_{MEASURELB}_P004_DX14DY11SDX7SDY18_2020-12-14_05-40-43.BMP,0,0,0,0.90,1,0
