file name,label,vanti,train \ test,score,vanti with PR
T7HNK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-10-25_18-15-37.JPG,0,1,1,0.40,1
T7HNK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-25_18-15-37.JPG,0,1,1,0.32,0
T7HNK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-10-25_18-15-37.JPG,0,1,0,0.25,1
T7HNK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-10-25_18-15-37.JPG,0,0,1,0.94,0
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-10-29_16-55-27.JPG,0,0,0,0.58,0
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-10-29_16-55-27.JPG,0,0,0,0.51,0
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-29_16-55-27.JPG,0,1,0,0.52,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-10-29_08-13-54.JPG,0,1,0,0.30,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-29_16-55-27.JPG,0,1,0,0.51,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-10-29_16-55-27.JPG,0,1,0,0.18,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-29_16-55-27.JPG,0,0,1,0.76,0
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-29_16-55-27.JPG,0,1,1,0.55,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-29_08-13-54.JPG,0,1,1,0.55,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-10-29_08-13-54.JPG,0,1,0,0.40,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-29_08-13-54.JPG,0,1,1,0.35,0
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-29_16-55-27.JPG,0,1,1,0.34,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX4SDY33_2020-10-29_08-13-54.JPG,0,1,1,0.19,1
T7HNM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX1SDY18_2020-10-29_08-13-54.JPG,0,1,0,0.27,1
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-10-24_19-58-28.JPG,0,0,0,0.88,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-10-24_19-58-28.JPG,0,0,0,0.50,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-24_19-58-28.JPG,0,0,0,0.81,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-10-24_19-58-28.JPG,0,0,1,0.60,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-10-24_19-58-28.JPG,0,0,0,0.51,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-24_19-58-28.JPG,0,0,1,0.75,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-10-24_19-58-28.JPG,0,0,0,0.92,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-10-24_19-58-28.JPG,0,0,1,0.48,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-24_19-58-28.JPG,0,0,1,0.82,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-24_19-58-28.JPG,0,0,1,0.56,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-10-24_19-58-28.JPG,0,1,1,0.45,1
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-10-24_19-58-28.JPG,0,0,0,0.81,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-10-24_19-58-28.JPG,0,0,0,0.45,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-10-24_19-58-28.JPG,0,0,0,0.61,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-10-24_19-58-28.JPG,0,0,0,0.88,0
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX4SDY33_2020-10-24_19-58-28.JPG,0,1,0,0.38,1
T7HNQ_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-10-24_19-58-28.JPG,0,0,0,0.76,0
T7HNS_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-10-24_19-58-28.JPG,0,1,0,0.53,1
T7HOA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-10-29_10-39-34.JPG,0,1,1,0.27,1
T7HOA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-10-29_10-39-34.JPG,0,0,0,0.44,0
T7HOE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-10-29_10-34-54.JPG,0,0,1,0.91,0
T7HOE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-10-29_10-34-54.JPG,0,0,1,0.70,0
T7HOE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-10-29_10-34-54.JPG,0,0,0,0.87,0
T7HOE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-10-29_10-34-54.JPG,0,1,0,0.15,1
T7HOE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX1SDY18_2020-10-29_10-34-54.JPG,0,1,0,0.17,1
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-12_10-14-10.JPG,0,0,0,0.73,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-11-12_10-14-10.JPG,0,0,0,0.77,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-12_10-14-10.JPG,0,0,0,0.75,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-12_10-14-10.JPG,0,0,0,0.94,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-12_10-14-10.JPG,0,0,1,0.74,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-11-12_10-14-10.JPG,0,0,1,0.67,0
T7HOI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-12_10-14-10.JPG,0,0,0,0.89,0
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-10-29_08-54-56.JPG,0,1,1,0.34,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-10-29_08-54-56.JPG,0,1,0,0.34,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-10-29_08-54-56.JPG,0,1,0,0.18,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-29_08-54-56.JPG,0,1,0,0.41,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-29_08-54-56.JPG,0,1,0,0.24,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-10-29_08-54-56.JPG,0,1,0,0.52,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-10-29_08-54-56.JPG,0,1,1,0.25,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-10-29_08-54-56.JPG,0,0,0,0.42,0
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-10-29_08-54-56.JPG,0,1,0,0.24,1
T7HOK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-10-29_08-54-56.JPG,0,0,0,0.48,0
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-10-29_08-54-56.JPG,0,1,1,0.20,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-10-29_08-54-56.JPG,0,1,1,0.35,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-10-29_08-54-56.JPG,0,1,0,0.17,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-10-29_08-54-56.JPG,0,1,0,0.16,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-29_08-54-56.JPG,0,0,1,0.83,0
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-29_08-54-56.JPG,0,0,0,0.81,0
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX10SDY11_2020-10-29_08-54-56.JPG,0,1,0,0.22,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-10-29_08-54-56.JPG,0,1,0,0.27,1
T7HOM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-10-29_08-54-56.JPG,0,0,1,0.70,0
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-10-29_11-07-25.JPG,0,1,0,0.24,1
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-10-29_11-07-25.JPG,0,1,0,0.30,1
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-10-29_11-07-25.JPG,0,0,0,0.78,0
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-29_11-07-25.JPG,0,0,0,0.70,0
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-10-29_11-07-25.JPG,0,1,0,0.51,1
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX2SDY27_2020-10-29_11-07-25.JPG,0,1,1,0.53,1
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-10-29_11-07-25.JPG,0,0,0,0.42,0
T7HOO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-29_11-07-25.JPG,0,0,1,0.65,0
U4HSM_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-10-27_03-05-18.JPG,0,1,1,0.23,1
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-25_03-03-55.JPG,0,0,0,0.88,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY16_2020-10-25_03-03-55.JPG,0,0,1,0.78,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-25_03-03-55.JPG,0,0,0,0.50,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-26_08-44-08.JPG,0,1,1,0.25,1
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-26_08-44-08.JPG,0,0,0,0.50,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-10-25_03-03-55.JPG,0,0,1,0.49,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-10-25_03-03-55.JPG,0,1,0,0.30,1
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-10-26_08-44-08.JPG,0,0,0,0.74,0
U4HVE_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX4SDY33_2020-10-25_03-03-55.JPG,0,0,0,0.58,0
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-10-24_16-47-39.JPG,0,0,1,0.70,0
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-10-24_16-47-39.JPG,0,1,0,0.20,1
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-24_16-47-39.JPG,0,0,0,0.90,0
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-24_16-47-39.JPG,0,0,0,0.60,0
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY16_2020-10-24_16-47-39.JPG,0,1,0,0.56,1
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-24_16-47-39.JPG,0,1,1,0.26,1
U4HVI_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-10-24_16-47-39.JPG,0,1,0,0.58,1
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-10-28_08-13-38.JPG,0,0,0,0.89,0
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-10-28_08-13-38.JPG,0,1,0,0.51,1
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-28_08-13-38.JPG,0,1,0,0.25,1
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-10-28_08-13-38.JPG,0,1,0,0.17,1
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-10-28_08-13-38.JPG,0,0,0,0.74,0
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-10-28_08-13-38.JPG,0,1,1,0.33,1
U4HVK_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-10-28_08-13-38.JPG,0,0,0,0.54,0
U4HVO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-10-31_09-38-48.JPG,0,0,0,0.82,0
U4HVO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-10-31_09-38-48.JPG,0,1,1,0.50,1
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-11_17-31-20.JPG,0,0,1,0.56,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-11_17-31-20.JPG,0,1,1,0.36,1
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-11-11_17-31-20.JPG,0,0,0,0.49,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-11_17-31-20.JPG,0,0,0,0.42,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-11_17-31-20.JPG,0,0,0,0.82,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-11_17-31-20.JPG,0,0,0,0.62,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-11_17-31-20.JPG,0,0,1,0.92,0
U4HW2_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-11_17-31-20.JPG,0,1,0,0.54,1
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-10-27_19-25-39.JPG,0,0,0,0.80,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-10-27_19-25-39.JPG,0,0,0,0.94,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX4SDY40_2020-10-27_19-25-39.JPG,0,1,0,0.32,1
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-10-27_19-25-39.JPG,0,0,0,0.73,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-27_19-25-39.JPG,0,0,0,0.84,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-10-27_19-25-39.JPG,0,0,1,0.86,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX2SDY27_2020-10-27_19-25-39.JPG,0,1,0,0.48,1
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-10-27_19-25-39.JPG,0,0,1,0.92,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-10-27_19-25-39.JPG,0,0,0,0.51,0
U4HW4_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-10-27_19-25-39.JPG,0,0,1,0.62,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-10-21_01-03-11.JPG,0,1,0,0.26,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-10-21_04-16-23.JPG,0,0,0,0.80,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-10-21_04-16-23.JPG,0,1,0,0.36,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-10-21_01-03-11.JPG,0,0,0,0.52,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-10-21_01-03-11.JPG,0,0,0,0.70,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX11SDY34_2020-10-21_04-16-23.JPG,0,0,0,0.74,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-10-21_01-03-11.JPG,0,1,0,0.16,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-21_04-16-23.JPG,0,0,0,0.77,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-10-21_04-16-23.JPG,0,0,0,0.65,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-21_01-03-11.JPG,0,0,0,0.69,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-10-21_01-03-11.JPG,0,1,1,0.38,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX2SDY27_2020-10-21_04-16-23.JPG,0,1,0,0.56,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-10-21_01-03-11.JPG,0,1,0,0.48,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-10-21_01-03-11.JPG,0,0,0,0.51,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-10-21_01-03-11.JPG,0,1,0,0.42,1
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-10-21_04-16-23.JPG,0,0,0,0.42,0
U4HW8_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-10-21_01-03-11.JPG,0,1,0,0.42,1
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-10-28_15-54-15.JPG,0,1,0,0.56,1
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-10-28_15-54-15.JPG,0,0,1,0.42,0
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX14SDY6_2020-10-28_15-54-15.JPG,0,0,0,0.81,0
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-10-28_15-54-15.JPG,0,1,0,0.15,1
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-10-28_15-54-15.JPG,0,1,0,0.39,1
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-10-28_15-54-15.JPG,0,0,0,0.90,0
U4HWA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-10-28_15-54-15.JPG,0,1,1,0.53,1
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-10-27_19-25-39.JPG,0,0,0,0.67,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-10-27_19-25-39.JPG,0,0,0,0.72,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-27_19-25-39.JPG,0,0,0,0.94,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-10-27_19-25-39.JPG,0,0,0,0.54,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-10-27_19-25-39.JPG,0,0,0,0.83,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-10-27_19-25-39.JPG,0,0,1,0.40,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-27_19-25-39.JPG,0,0,0,0.42,0
U4HWC_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-10-27_19-25-39.JPG,0,0,0,0.68,0
