,file name,label,vanti,train \ test,score,vanti with PR
18584,U4I0Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-11-13_03-39-21.JPG,0,0,0,0.84,0.0
18586,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-23_14-16-29.JPG,0,0,0,0.71,0.0
18587,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-11-23_14-16-29.JPG,0,0,0,0.85,0.0
18588,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-23_14-16-29.JPG,0,0,0,0.91,0.0
18589,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX10SDY22_2020-11-23_14-16-29.JPG,0,0,0,0.73,0.0
18590,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-23_14-16-29.JPG,0,0,0,0.71,0.0
18591,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-23_14-16-29.JPG,0,0,0,0.41,0.0
18593,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-23_14-16-29.JPG,0,0,0,0.46,0.0
18594,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX1SDY18_2020-11-23_14-16-29.JPG,0,0,0,0.42,0.0
18595,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-23_14-16-29.JPG,0,0,1,0.55,0.0
18596,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX5SDY20_2020-11-23_14-16-29.JPG,0,0,0,0.81,0.0
18598,U4I0S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-11-23_14-16-29.JPG,0,0,0,0.8,0.0
18600,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-20_07-45-05.JPG,0,0,0,0.71,0.0
18601,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-20_09-05-23.JPG,0,0,1,0.51,0.0
18603,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-20_09-05-23.JPG,0,0,0,0.79,0.0
18605,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX14SDY6_2020-11-20_09-05-23.JPG,0,0,0,0.74,0.0
18606,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-20_09-05-23.JPG,0,0,0,0.87,0.0
18608,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-11-20_09-05-23.JPG,0,0,1,0.84,0.0
18609,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-20_09-05-23.JPG,0,0,0,0.43,0.0
18610,U4I0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-11-20_09-05-23.JPG,0,0,0,0.68,0.0
18611,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-10-30_15-20-11.JPG,0,0,1,0.6,0.0
18613,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-30_15-20-11.JPG,0,0,0,0.91,0.0
18614,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-10-30_15-20-11.JPG,0,0,0,0.5,0.0
18616,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-30_15-20-11.JPG,0,0,0,0.59,0.0
18617,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-10-30_15-20-11.JPG,0,0,0,0.5,0.0
18618,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-10-30_15-20-11.JPG,0,0,0,0.7,0.0
18619,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-10-30_15-20-11.JPG,0,0,0,0.48,0.0
18620,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-10-30_15-20-11.JPG,0,0,0,0.53,0.0
18621,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-10-30_15-20-11.JPG,0,0,0,0.46,0.0
18622,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-10-30_15-20-11.JPG,0,0,0,0.49,0.0
18623,U4I0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-10-30_15-20-11.JPG,0,0,0,0.72,0.0
18624,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-10_21-04-41.JPG,0,0,1,0.41,0.0
18625,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-10_21-04-41.JPG,0,0,1,0.67,0.0
18627,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-10_21-04-41.JPG,0,0,1,0.62,0.0
18629,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-10_21-04-41.JPG,0,0,0,0.87,0.0
18630,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-10_21-04-41.JPG,0,0,0,0.65,0.0
18631,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX1SDY18_2020-11-10_21-04-41.JPG,0,0,0,0.81,0.0
18632,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-11-10_21-04-41.JPG,0,0,0,0.76,0.0
18633,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-10_21-04-41.JPG,0,0,0,0.74,0.0
18634,U4I0Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-10_21-04-41.JPG,0,0,0,0.55,0.0
18635,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-24_00-46-41.JPG,0,0,0,0.72,0.0
18636,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-24_00-46-41.JPG,0,0,0,0.9,0.0
18637,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX6SDY30_2020-11-24_00-46-41.JPG,0,0,0,0.93,0.0
18638,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-24_00-46-41.JPG,0,0,1,0.44,0.0
18639,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-24_00-46-41.JPG,0,0,0,0.88,0.0
18640,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-11-24_00-46-41.JPG,0,0,0,0.65,0.0
18643,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-24_00-46-41.JPG,0,0,0,0.5,0.0
18644,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-11-24_00-46-41.JPG,0,0,0,0.93,0.0
18645,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-24_00-46-41.JPG,0,0,0,0.86,0.0
18646,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-24_00-46-41.JPG,0,0,0,0.58,0.0
18647,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX2SDY27_2020-11-24_00-46-41.JPG,0,0,0,0.59,0.0
18648,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-24_00-46-41.JPG,0,0,0,0.53,0.0
18650,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX2SDY27_2020-11-24_00-46-41.JPG,0,0,0,0.9,0.0
18651,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-24_00-46-41.JPG,0,0,1,0.41,0.0
18652,U4I1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-11-24_00-46-41.JPG,0,0,0,0.71,0.0
18653,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-11-23_18-36-47.JPG,0,0,0,0.45,0.0
18654,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX6SDY30_2020-11-23_18-36-47.JPG,0,0,0,0.7,0.0
18655,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-23_18-36-47.JPG,0,0,1,0.75,0.0
18656,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-23_18-36-47.JPG,0,0,1,0.63,0.0
18657,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-23_18-36-47.JPG,0,0,0,0.42,0.0
18658,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-23_18-36-47.JPG,0,0,0,0.59,0.0
18659,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-23_18-36-47.JPG,0,0,0,0.67,0.0
18661,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-23_18-36-47.JPG,0,0,1,0.75,0.0
18663,U4I1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX4SDY33_2020-11-23_18-36-47.JPG,0,0,0,0.84,0.0
18664,U4I1E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-20_14-12-14.JPG,0,0,0,0.5,0.0
18666,U4I1E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX8SDY24_2020-11-20_14-12-14.JPG,0,0,0,0.73,0.0
18668,U4I1E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-20_14-12-14.JPG,0,0,1,0.86,0.0
18671,U4I1E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-20_14-12-14.JPG,0,0,0,0.48,0.0
18672,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-20_02-38-26.JPG,0,0,1,0.53,0.0
18673,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-20_02-38-26.JPG,0,0,1,0.59,0.0
18676,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX14SDY6_2020-11-20_02-38-26.JPG,0,0,0,0.51,0.0
18678,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY16_2020-11-20_02-38-26.JPG,0,0,1,0.63,0.0
18679,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-20_02-38-26.JPG,0,0,0,0.54,0.0
18681,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-20_02-38-26.JPG,0,0,0,0.54,0.0
18683,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-11-20_02-38-26.JPG,0,0,0,0.73,0.0
18685,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX10SDY11_2020-11-20_02-38-26.JPG,0,0,0,0.46,0.0
18686,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-20_02-38-26.JPG,0,0,1,0.71,0.0
18687,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-20_02-38-26.JPG,0,0,0,0.85,0.0
18688,U4I1G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-20_02-38-26.JPG,0,0,0,0.66,0.0
18690,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX14SDY42_2020-11-24_01-18-16.JPG,0,0,1,0.59,0.0
18692,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-24_01-18-16.JPG,0,0,0,0.9,0.0
18693,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-11-24_01-18-16.JPG,0,0,0,0.93,0.0
18694,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX7SDY37_2020-11-24_01-18-16.JPG,0,0,0,0.82,0.0
18695,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-24_01-18-16.JPG,0,0,0,0.85,0.0
18696,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-11-24_01-18-16.JPG,0,0,1,0.49,0.0
18697,U4I1I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-24_01-18-16.JPG,0,0,1,0.53,0.0
18699,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-11-28_18-21-05.JPG,0,0,0,0.76,0.0
18700,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-28_18-21-05.JPG,0,0,1,0.71,0.0
18702,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX7SDY37_2020-11-28_18-21-05.JPG,0,0,0,0.74,0.0
18703,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-28_18-21-05.JPG,0,0,0,0.51,0.0
18704,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-11-28_18-21-05.JPG,0,0,0,0.53,0.0
18705,U4I1K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-11-28_18-21-05.JPG,0,0,0,0.78,0.0
18709,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX10SDY22_2020-11-17_15-01-13.JPG,0,0,1,0.87,0.0
18711,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-17_15-01-13.JPG,0,0,0,0.92,0.0
18713,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-17_15-01-13.JPG,0,0,0,0.93,0.0
18715,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY16_2020-11-17_15-01-13.JPG,0,0,0,0.9,0.0
18719,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-11-17_15-01-13.JPG,0,0,0,0.43,0.0
18720,U4I1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-17_15-01-13.JPG,0,0,0,0.71,0.0
18721,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-24_00-52-41.JPG,0,0,1,0.84,0.0
18723,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-24_00-52-41.JPG,0,0,0,0.47,0.0
18724,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-24_00-52-41.JPG,0,0,0,0.89,0.0
18725,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-11-24_00-52-41.JPG,0,0,0,0.93,0.0
18726,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX1SDY18_2020-11-24_00-52-41.JPG,0,0,0,0.67,0.0
18727,U4I1S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-11-24_00-52-41.JPG,0,0,1,0.47,0.0
18728,U4I1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-11-06_20-48-10.JPG,0,0,0,0.56,0.0
18729,U4I1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-11-06_20-48-10.JPG,0,0,0,0.61,0.0
18731,U4I1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX1SDY45_2020-11-06_20-48-10.JPG,0,0,1,0.51,0.0
18732,U4I1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-11-06_20-48-10.JPG,0,0,0,0.68,0.0
18733,U4I1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-06_20-48-10.JPG,0,0,1,0.7,0.0
18734,U4I1W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-11_21-03-16.JPG,0,0,0,0.9,0.0
18735,U4I1W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-11_21-03-16.JPG,0,0,0,0.68,0.0
18736,U4I1W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-11-11_21-03-16.JPG,0,0,1,0.77,0.0
18738,U4I1W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-11-11_21-03-16.JPG,0,0,0,0.47,0.0
18740,U4I1W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-11_21-03-16.JPG,0,0,0,0.75,0.0
18742,U4I02_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX3SDY11_2020-11-20_05-55-58.JPG,0,0,0,0.7,0.0
18744,U4I2C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-27_20-04-01.JPG,0,0,0,0.74,0.0
18745,U4I2C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX11SDY34_2020-11-27_20-04-01.JPG,0,0,1,0.68,0.0
18746,U4I2C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX8SDY24_2020-11-27_20-04-01.JPG,0,0,0,0.93,0.0
18747,U4I2C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX4SDY40_2020-11-27_20-04-01.JPG,0,0,1,0.42,0.0
18748,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-17_15-01-13.JPG,0,0,0,0.87,0.0
18749,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-17_15-01-13.JPG,0,0,0,0.86,0.0
18752,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-17_15-01-13.JPG,0,0,0,0.68,0.0
18753,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX6SDY9_2020-11-17_15-01-13.JPG,0,0,1,0.59,0.0
18754,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX6SDY9_2020-11-17_15-01-13.JPG,0,0,1,0.73,0.0
18755,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-17_15-01-13.JPG,0,0,0,0.47,0.0
18756,U4I2E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-11-17_15-01-13.JPG,0,0,1,0.47,0.0
18757,U4I2I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-21_14-21-58.JPG,0,0,0,0.67,0.0
18758,U4I2I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-21_14-21-58.JPG,0,0,1,0.94,0.0
18759,U4I2I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX6SDY9_2020-11-21_14-21-58.JPG,0,0,0,0.65,0.0
18760,U4I2I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-11-21_14-21-58.JPG,0,0,1,0.69,0.0
18761,U4I3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-21_02-33-51.JPG,0,0,0,0.48,0.0
18762,U4I3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-21_02-33-51.JPG,0,0,0,0.78,0.0
18763,U4I3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-21_02-33-51.JPG,0,0,0,0.82,0.0
18764,U4I3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX4SDY33_2020-11-21_02-33-51.JPG,0,0,0,0.85,0.0
18765,U4I3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-11-21_02-33-51.JPG,0,0,0,0.6,0.0
18766,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-11-22_10-48-42.JPG,0,0,0,0.51,0.0
18767,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-11-22_10-48-42.JPG,0,0,0,0.75,0.0
18768,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-11-22_10-48-42.JPG,0,0,0,0.43,0.0
18769,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-11-22_10-48-42.JPG,0,0,0,0.83,0.0
18770,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX4SDY40_2020-11-22_10-48-42.JPG,0,0,0,0.49,0.0
18771,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-22_10-48-42.JPG,0,0,1,0.54,0.0
18772,U4I3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-22_10-48-42.JPG,0,0,1,0.45,0.0
18776,U4I3E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-11-21_13-46-48.JPG,0,0,0,0.85,0.0
18777,U4I3E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY16_2020-11-21_13-46-48.JPG,0,0,1,0.57,0.0
18779,U4I3E_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX13SDY29_2020-11-21_13-46-48.JPG,0,0,0,0.79,0.0
